gsr,b_temp,hr,f_ex,stress_level
1.7856540836595718,93.1487789516488,93.34935572084498,depressed,71.7274102010186
3.9984724878951017,95.90371599390923,63.127832771340046,smiling,65.26755778973343
3.423428128132001,97.2319712048921,77.00663707893672,sad,70.60277892860123
1.731049354009173,94.88217486530466,82.15481310952813,happy,66.10530641114515
2.388587077586385,95.96438738812918,69.4724024633922,depressed,66.56929843236624
2.1316906963034503,97.32328598354289,77.03785593269026,happy,64.34583515166037
2.9052257299940827,93.07026216560361,84.61418217760647,happy,70.70029914874978
1.7771862864531947,92.00537851897239,90.25612579981049,sad,74.13359781167897
3.3424420452296726,95.40061912426079,87.90557729384048,depressed,75.73828869655262
3.323905403890133,97.38394766486887,85.30390527248787,depressed,70.70071382675948
1.9064590332228002,94.6025096332103,60.319339463248234,happy,55.831525866131194
2.3424917467616484,95.82681291063606,78.36748453326082,neutral,73.25180552600641
2.627493589805082,94.42390503107282,85.74848099454337,neutral,74.7248228563193
2.0402610823328793,97.10339485895533,86.56305281443147,neutral,71.41918187323625
1.9476825187424187,94.10929542977777,79.84861249409884,happy,66.09947674668122
2.6001562385685046,95.15131863971848,87.30193025071021,smiling,68.83631555249262
2.9724890130461454,91.92458040051507,76.77661473672632,happy,66.12971678293614
2.2213170685562504,93.86293796611332,81.48719701945913,neutral,64.4192992561104
3.4533898863521455,93.34392001194524,74.19808198352177,neutral,68.8270117042
2.6550693266550516,97.63217760825906,55.489212016970804,happy,56.568356635815455
1.9662705516584702,95.51367634778647,81.98812632082985,smiling,73.61635091001989
1.635017657947904,94.53829442516012,82.84131531259456,happy,68.65596051199657
3.403502527471815,96.71485303547124,72.3470355528342,neutral,70.32599202987919
1.9199277052602806,95.80571538506891,72.93079330135927,neutral,68.95644315444322
2.173398259770764,95.94832578952828,82.69200442102897,neutral,69.90666844839635
2.060727407531499,92.67875085305774,67.33860438035666,happy,65.36315450055197
3.686615453904258,93.72324967925323,65.09864438100571,neutral,59.41056456049709
2.3084486168191423,92.28657158412851,68.44079273101156,depressed,67.36512320518457
2.1033519026504335,94.69635978385038,88.15320924656768,sad,68.75069765541787
2.3975151641652923,94.78422670677078,68.89614826440034,neutral,64.79866472917082
3.0165609288173485,95.64049786376829,61.649930848145715,happy,59.01728907916002
2.6662331559588597,94.03911233670713,63.59264511157976,happy,60.25491747219016
1.3044903510241395,97.21784740577205,88.05685706198327,neutral,77.9677722652325
1.6959701034324062,95.7343102740181,85.4963357230284,depressed,69.55481625815332
3.361834726531944,96.3563740748195,66.96177994730203,depressed,64.53376530429846
2.7365834637523028,95.27892670280158,65.59797835118542,depressed,60.16269320096337
2.65541731270177,94.52882016478684,80.4070520395429,happy,65.50061371973736
2.254794756650488,96.9804041651682,65.7197417233192,smiling,59.8949322800257
2.939584526212494,96.59619874710768,80.08388599833086,happy,70.25451201351464
2.0022670265118445,97.56346779355454,92.15666826368958,neutral,72.02731090435718
2.9002337226094044,97.61446273010294,69.539557725592,smiling,61.191747575142664
2.9983443180391514,94.68492111860003,87.84401452311673,happy,74.87785456693986
2.000266801968188,97.0982842860279,68.82255568229203,smiling,66.56369489272461
3.0291368599992623,95.052161974614,63.25786917236704,sad,56.36222515349427
2.286511252363119,93.94321393593096,86.52839487603168,neutral,74.92826659746066
2.2338246213000534,95.99007259420368,82.92903143342414,depressed,74.3717530283695
3.0435433864372383,95.26214485706073,91.8334437612612,neutral,76.71359591761865
2.798417002345272,94.9132663148209,84.4548880216454,depressed,69.9781476968222
2.9844817371072754,94.11910496252807,58.45341136476445,happy,57.2080972216141
2.6471662799070903,93.70538314779975,65.58100028937355,happy,58.006375287335665
2.531024891944784,93.41085746235098,69.09049255466081,neutral,59.798908383625395
2.4650337697505,95.37192030836195,83.72382845886881,neutral,75.32941294335582
2.4982360150935436,95.22496551224218,70.65195933458648,neutral,69.04611840994862
2.6639866712401954,93.52292131253627,90.63065193696221,depressed,76.3246664047074
2.9354390381144246,96.11929701045965,67.156337397613,sad,66.10424235483389
3.017741510456142,92.27413875995293,89.51756531375965,sad,69.86071950944604
3.4837766559863326,96.43760416893838,70.41466150181208,neutral,68.62614144907401
2.361532644930973,92.10128859989572,68.09494151776741,neutral,58.24407962735414
1.4659992390515006,94.35489748195012,95.93438943263334,neutral,73.19060095243567
3.195262471559566,94.46901732742919,96.21843197962953,depressed,77.06452759756378
3.3558142003668587,92.99738912035043,88.93188309521724,smiling,71.09696929715318
2.625931360239227,96.45076923316795,72.27999158390975,smiling,66.85353770976565
2.625486487915477,94.30162579515164,98.97326141014892,smiling,82.39202426794438
2.814995031129875,94.23091538347133,82.55253062244054,happy,67.76035238159577
2.2308180111395273,94.82386637730899,100.99514558936899,neutral,77.60162366115057
1.4196404207040845,92.93638690641508,77.24324988502175,depressed,69.6191580877558
4.167252880747689,95.83765614997229,80.27666213540128,sad,68.03889896141736
3.2847547938011736,95.30005397038262,78.76899627661454,sad,72.51966979351427
3.260473089738875,93.44090656313956,81.58455664202076,sad,64.81887263022824
2.7319467864116946,96.19157705451143,73.91625568148547,smiling,70.08227226881158
2.794814245081679,93.69237879448016,98.53955478322976,happy,82.07222321696126
2.171000694593099,93.50083116853595,86.89755694650623,smiling,67.39822246327084
2.8904026007828936,92.61127532255303,88.01526002998838,happy,71.13946084090534
1.599713341998822,94.21630002713556,77.97421856516063,depressed,68.55701672677907
2.6184248563465347,95.26220934525325,63.31002191262934,smiling,61.009404732843144
1.467362186838753,97.27136261469772,86.32219360781335,sad,69.21770380933843
2.7968980430173542,96.88599976846412,90.17824645814697,neutral,69.86368738219701
2.673274273034487,94.80372957868242,63.63477948956435,happy,64.7650504224361
2.985586158117247,94.57078829683822,77.94424140192447,depressed,63.86171341175646
2.6167946321642437,96.6895096983368,60.82483126280506,depressed,64.82454254984518
1.6534843541677735,92.47558142168114,81.76801107909101,happy,65.08148273507967
3.3148366575095105,95.87540887470891,96.01225048446207,depressed,77.18860893534705
2.302389692366636,96.79318479394233,65.02495969200938,sad,66.8446010954786
2.4098302608981963,93.14997923835803,69.29597322712871,happy,66.63635070257644
2.303007808297843,93.41584581470774,73.62565806162476,sad,65.66545634438062
3.2386043439959447,93.51819059329112,76.54833008137015,depressed,63.32139704559819
2.1476451512085095,96.60968877025705,85.56992925760154,smiling,73.23011124536875
1.8850913712224475,94.18034017529104,83.32623959393884,neutral,71.66279249571453
1.3479611839646348,95.32887452408313,88.51519887923533,neutral,71.24016285849088
2.2949409877920957,98.41316776701491,68.75528189481639,sad,64.05544928389016
1.8379567327658033,94.86637982148746,83.25832468048664,sad,74.4854971375584
2.5422968163634505,94.55396487732206,61.124168331369845,smiling,55.71871910377105
2.8995212027756634,94.74064038434481,69.58472457717033,happy,65.3582013670136
2.6120343005824895,97.69383895775313,86.10297316300515,depressed,71.5378723946923
2.5780023231820266,93.98111289069205,75.71026297703577,sad,67.7011615430098
3.4907149471095793,94.95261179980284,78.55559236579809,depressed,70.62487563766362
2.2877811105734858,95.29856538312403,74.61513915459831,neutral,66.13259386699076
2.3817022978722995,91.81958165678004,70.10891136321322,depressed,65.56385979932868
2.4748237786398346,95.57530613131519,60.766803538222376,smiling,63.07064307915002
3.2072919881333246,95.86266404173413,82.59282490746862,smiling,67.65954102872372
2.4305236417187084,95.33026033381735,65.85816666681231,smiling,59.20737745601073
2.7771424321394225,94.44662726941834,92.10613664442083,sad,71.24056111286886
3.541688553001377,95.63608415172882,90.16875460281403,depressed,78.90643155714586
2.2303909237367052,96.43455199530902,85.9834515147783,smiling,69.62368795177025
2.52735042399825,95.147817166645,77.63184363627347,neutral,63.68762689621387
1.277587602479974,94.91144515789841,91.28972965906317,depressed,70.32170779713691
2.317162477115468,92.58072928691455,84.1887406877339,sad,69.37040694822576
2.4521919525617264,96.43687341326185,85.74022293579216,neutral,76.1607911174143
2.510339782995946,96.54503176114396,98.7031856824803,smiling,74.86945242484677
2.2367878762574698,95.21888636419575,90.99124604142749,depressed,71.7708805411533
1.7765319612124815,94.21103483903615,80.58876753809353,smiling,65.75926817387182
2.833638574967612,97.27946640240296,99.59636687013787,happy,81.1424446625202
2.8466176655149753,93.26134425851612,68.56708600136454,depressed,61.11752739949273
3.344321260671678,91.99773103935472,105.0004525607702,smiling,85.50797729268477
1.4077910208580522,97.09700681753412,69.74983941755188,happy,65.96914359227442
2.5169316970253006,95.5472488338825,72.94847137472293,smiling,65.84096593398385
1.9790695567547367,95.00315081946246,83.38399350454677,happy,71.36042699509215
1.8801491176272793,95.77640362788348,88.32145680755816,smiling,77.10550771433878
2.33292182185205,96.98311570112469,58.13321992535889,happy,61.22706521514256
2.4281316486583107,95.40135709117513,68.43176786834964,sad,59.638988361790126
2.2702550626238542,94.24320976961188,89.78973234392056,neutral,72.84208963752434
1.7899902525550295,94.40070168083409,60.61135698079989,neutral,60.59590532826168
2.6914259156675318,94.9419913074978,73.90867661125593,sad,66.76890647643457
3.009266932945337,94.95816336371546,78.43612609447015,smiling,72.65360954347582
2.667049948425311,95.0954829102962,79.58281555339987,neutral,64.19571576924938
3.3788172358646418,96.49856348733246,72.36874974604252,depressed,69.86985266998387
2.7350696242512575,95.02434973785621,62.63212912235108,sad,59.220683542986215
1.8948697844436901,95.31449605498764,84.86308283974606,neutral,66.88504850946067
2.918135939533978,93.98975620039148,84.40241029292477,happy,67.9607207203091
2.4682606723923413,96.97323626235722,80.84578814399765,smiling,66.830241784199
3.3553787139246376,94.31960421491372,71.11353909487296,neutral,60.95327121474451
2.571396903192151,96.52424689736175,76.3999448316899,smiling,63.01266625777029
2.4238227427924737,96.66767352674046,66.73216494105783,depressed,65.7988712467047
1.893179729542852,97.2367762386389,82.7038180966415,neutral,67.52042991469217
3.0445287530557725,95.41181263676732,62.75561836832625,neutral,58.83558250804825
2.9057469268926597,94.96763027227566,76.2666750246474,depressed,67.92564330629843
1.8295514379562796,94.58059239722054,69.80420888302041,happy,63.48064105154605
2.357188887849597,94.54978984035364,84.46872967675507,sad,69.50975726530947
2.508419032802882,95.34357173868419,83.4381238007707,neutral,72.11094644217681
2.860469697879399,94.25567387556693,86.8268200244628,happy,75.43210100129735
2.3584605457697645,95.636108605155,72.4912403197878,happy,66.18015966265084
2.966947851741775,94.68211959685466,71.77020847000048,neutral,64.4041708238213
2.5310639281884395,96.99370480013818,65.08413034518732,smiling,59.29475130864529
3.166627530426407,94.05891617946808,72.52487837680152,depressed,66.32656515441664
2.490587695375483,95.29717802211638,75.21783833120637,smiling,67.15498438026871
2.5715398736595954,93.50455394516264,73.6402129267478,neutral,61.56397190685952
2.655827304652777,93.03695535368547,76.77217571081567,happy,64.62139186975911
2.5456100742893444,94.7028998934102,84.87959770783085,sad,74.04490136962335
2.111614892415386,91.75315955554188,88.6606800437986,smiling,76.51746717798997
2.5562864363566904,93.52400028882057,100.0448803094969,neutral,76.96344344128084
2.430725641953054,94.97833975143612,96.41233344183773,depressed,81.1110822151597
2.1403638499644506,93.98030437358382,84.64179935194184,neutral,68.49590799490333
2.562163027092024,95.1849626234513,65.63205634832919,smiling,64.953834557666
2.4765657779228785,96.98331091787136,88.57616264471062,smiling,73.75193923913838
2.2517827399298422,95.58134780363847,77.73088284436437,depressed,68.4792101758777
3.4080181438592554,95.21381380372974,70.84180510102877,sad,66.29913102343892
2.564062316524007,95.00465228572342,81.15381999526973,happy,71.27124499668163
2.9714321813774376,93.0398866354088,71.7249730430138,depressed,62.792489182298816
1.9747766018725048,91.1180657049959,57.90823090735212,sad,56.875219705974175
3.1557930315374323,96.36157568200638,80.22518123283628,smiling,65.2833996344896
2.326723104153558,96.81390603963413,57.918109134366794,neutral,57.12279344557967
3.1138942367885285,96.08004994593401,65.6808037681701,neutral,63.71012264968976
2.7004205370981107,94.52610141823075,75.91721863342029,sad,71.50405934828653
2.459247302451977,94.57458664936682,78.26808696262222,depressed,64.26055062972615
3.3388946323003728,97.89550127859287,74.27151925392812,sad,64.4434394960256
2.342072709881478,94.85525450587132,70.92256200650725,depressed,63.96060628224316
1.3234956319340139,96.11323648075033,69.01525734236735,neutral,59.7176684052932
2.525249967082965,95.14700526822843,80.48947973810398,smiling,69.79853913841109
2.6513174283988943,94.36507152564855,62.87869429600337,smiling,58.236266422118035
2.9361083629369666,91.72338442662615,73.78313439621097,sad,68.72887158808135
2.412560905225022,95.59739302062634,62.66501837184822,neutral,58.564543328115
2.4395566401943123,94.4347292904567,82.27506874041036,smiling,69.31750556108892
2.027330227425091,94.6501035554361,89.80070056041617,neutral,78.54396438649245
2.561174575758161,96.23573547271307,65.68553034739352,smiling,58.055393169037416
3.072419221305184,94.25473166465704,74.47440440472727,depressed,69.79778046196729
1.4588321415730139,94.00740339551885,94.87655530344242,happy,75.97950231482228
2.150086776976244,93.89677005568055,76.25314549919347,sad,65.70120211350273
2.4163660179918764,96.79718487859398,65.01132810723595,neutral,66.44058991979529
2.8656952884112483,95.45145728170878,95.32315054961362,sad,81.85559945357417
1.6456952207434734,96.14516537775519,75.68205425840407,depressed,63.96249561863125
2.9084572046968993,96.73317744922771,85.04459345034847,sad,75.52406956283193
1.6084642091385868,97.7932369853874,81.5302493517531,depressed,67.64335952937051
3.0757001561378985,96.2052160658149,72.03674493730028,smiling,60.662269704124256
2.131436844392306,95.74485942748957,73.85542153135734,happy,68.41157919759723
2.271014854912105,95.29399962732315,71.76907177213587,happy,63.466303718373254
2.9115956702045396,96.54480058239663,81.93467581004205,happy,71.52246020791071
2.7438399650378202,92.66544183441043,82.328952042779,neutral,66.03058848448111
2.4940027595831062,95.51049649480767,83.68231503761793,smiling,74.5923689982234
2.7149578183582594,94.72419001590296,86.59331903870408,happy,72.50736032663707
2.1376888067310023,94.70418807531463,76.03374673797082,happy,69.8582674429462
2.311547867345831,95.91461021017776,73.69279244666913,neutral,64.70965036292893
2.4003843497840456,95.28661773665085,82.59518143517808,smiling,67.66788835899476
2.1469651057481998,94.34817665334559,74.620182966353,neutral,70.5155724990369
2.2517360230239967,93.78370386681001,84.81537336769554,depressed,71.30184578635588
1.326293080957034,94.99627134226908,82.76757192747118,neutral,68.89264718357677
2.00738447263541,93.93676941887655,66.3041864803273,depressed,57.7359816930388
2.4535751998343738,93.6873702796559,80.00712454492395,smiling,65.25684355642096
2.4363094776376255,92.26263557333971,84.1255434393213,happy,71.57195049917163
2.0024776185440776,92.93994023260396,70.42320890404731,neutral,64.67592467261115
2.8540773160339183,92.56213747150176,69.94618687097602,smiling,66.74493806811329
2.2669198548500407,95.72872440914195,78.58590811284617,sad,70.97599716393289
1.9584215260969189,94.55193944396012,84.75283091434889,sad,67.65419239880612
2.771367667915629,95.41521684358594,76.09995977047784,depressed,71.6507383508523
2.0927316782251215,93.76013425360513,75.66548675602382,smiling,67.4759855242455
3.3920012385013347,91.81340653578566,64.48359461690933,smiling,64.0471714800021
3.2572056027395173,100.75059320945806,80.01399367871211,sad,68.66782972264359
2.714794613991414,96.04427955513373,77.60234141253062,smiling,72.74798114171574
2.9653639041522664,97.09700873915442,75.99433829030758,neutral,72.20833562951023
3.25805584115901,93.69994512543461,97.14261532874526,smiling,75.29786668476802
2.590506729170906,95.76279851901211,71.58124126975414,happy,69.04712773334444
3.198422503499861,95.8908465216607,81.79831782821033,smiling,75.0261860187035
2.047260872010311,93.56583176906629,88.41223363437412,neutral,76.6227634682215
2.1705539562479332,96.86927562491674,86.15498320594162,depressed,72.25242655296226
1.9291984261690303,92.6265323899315,86.00590996964883,smiling,67.53795316411335
2.9423306391097515,95.85415732002876,81.7082311622842,happy,74.58026220564614
2.0830966960886452,96.16973916820005,97.02068781335822,sad,72.78142112199224
2.86154326883201,94.15568562780844,75.89762092041967,sad,64.28111721241984
2.152182608916096,95.36375743591633,79.2318701179631,sad,69.21307259703246
2.1410092698515166,94.34588019157542,79.97175203921947,sad,66.83389543843693
3.197637989322806,95.19090052489075,92.08886966666095,happy,79.47175411361762
3.0361786531065427,94.48812292524573,82.17872638191827,depressed,71.1742084706201
2.1977265023062804,94.84709910710313,70.64132837415895,neutral,68.80709674770961
2.7843343471510735,92.02424738722901,84.65923692869072,smiling,66.0859818199539
2.8975298091133346,96.96559429450706,85.95518419083854,happy,71.75053163642293
2.712043460218669,93.8963161237816,75.85347241260179,smiling,63.07595540940053
2.306411973367715,94.32709124431173,91.58615322870486,neutral,77.77689889511757
2.851510449930098,95.21012994088902,90.83641339721615,sad,77.19747707552723
2.428576606593416,94.56125759970062,72.46751807905349,happy,68.15773440441372
2.3010770497159405,94.20323568296801,83.46000357299813,happy,74.96029402912724
2.7006920448327594,93.46020682765017,71.7229472466712,happy,61.86430470698049
2.800934268700044,97.63318811753881,74.8361213512493,neutral,70.13133245980119
3.099539687990392,94.3724643025578,77.28441212540642,smiling,69.03469953777378
2.3461337241990248,94.18404891892526,70.80107541027921,sad,63.0349757686799
2.789413094459958,94.14684054850348,82.00467753158273,depressed,66.7379865270441
2.889752787629266,95.23953673813457,79.83784243081516,happy,72.41202306005371
1.8895484669763059,90.8933829213685,78.68939826029975,sad,62.695940081581895
2.1544143888797924,97.4667191566495,75.60792152864028,depressed,72.1084328279924
2.363712364073363,96.05154710506699,63.88307681296445,happy,58.991923725423185
3.411949040158318,94.19598872085243,73.04599952380168,happy,69.39057118664365
3.8002027760801877,99.58446786400974,78.37531407938647,sad,66.05775217353178
2.878187973690309,96.05604466064734,77.42760726865745,smiling,70.50280447691496
2.5464782308591833,93.66165365110442,89.63046040421374,sad,77.8664330012251
2.7403053955950156,93.50888325041797,65.72684188911694,depressed,57.98260901641584
2.720952664683498,96.30586460949073,71.67930000518211,neutral,64.70941347111284
2.715084778914985,95.13673326698212,84.01384824101692,depressed,72.81334174483511
2.730849535408102,95.44425995651022,76.23686149601801,smiling,69.9037245946342
2.597680066343213,94.52199103262197,65.42321246646144,depressed,56.695429923146925
2.946000143768038,94.11975739228049,77.35899876126435,happy,63.67754675879949
3.08776605507226,94.12856114378026,83.62959269195599,smiling,68.782523806929
2.623347867460485,97.36465891923972,67.39699611131931,smiling,59.458687410913875
2.283928292692684,94.00356675623982,95.24958260663307,sad,77.5681043463755
2.1665429824999265,93.73630507334698,94.57850799081349,neutral,75.55454743775111
2.6039240400399173,93.57946926448076,86.22858651461485,sad,73.3131331879595
2.8289194374672317,93.75738324343615,77.4511424598813,happy,65.40679224411669
3.193576982233209,94.23315579954424,64.66757312408714,neutral,57.49109362708149
3.28582329469869,96.89221945681001,67.21914683106588,neutral,65.76352121933031
2.111856563539652,93.14424030393153,83.76135437514795,smiling,69.78999489309136
3.1135233235664073,96.67846567983493,67.9219924297389,neutral,59.29126791442552
2.2893201994237065,93.38049016451396,93.81219753336269,happy,80.16803945108151
1.562651284889372,94.58167695437983,77.04323176338923,smiling,71.31371086930265
2.207953322590537,93.41922346431797,71.50568719178347,smiling,62.6339732028651
2.657858636109575,96.89553314001954,74.29726854392646,smiling,64.46989381833463
2.114578932432581,91.86359766929299,73.47371557301292,depressed,69.59844694953304
2.855907328349834,94.55220046426894,69.48838982170471,happy,62.4960536227814
3.1686904280606902,93.20559345414175,61.825701119661545,sad,63.41943415841789
2.5871287050256084,93.68125232637193,78.75079528526972,sad,64.12557480751366
2.589016031478044,96.31926311993368,77.38831159636166,sad,67.77299478535788
3.0900288524288926,95.58448941220328,90.32712130267642,happy,75.30669898827865
2.330169212528043,95.90999694523516,78.76183907925761,sad,72.38237569117938
2.004787549778082,95.29583654851174,72.26165025338322,sad,67.03490283158335
1.8038473551925454,94.6640521642791,81.24160477744061,happy,72.32534364750617
3.8338551891985624,94.78681048740877,83.37985038880808,depressed,73.47733470786333
2.5123939791632983,99.36120148978898,73.43561707058568,happy,64.27498192274682
3.0972068862404987,94.97205602398553,85.89054258761836,smiling,68.08683113363581
3.425728511510009,93.2102815668942,77.2592478553389,smiling,72.25390716895764
2.440095884346571,92.81353649601925,61.38435092976485,smiling,60.05741627405042
3.0430987157263463,95.1270650634967,78.97565345498927,depressed,69.62503580788498
3.6114344630955326,93.64398508376902,76.19041371263887,sad,65.5361830867266
2.241764619635518,92.67298386190168,75.2952963410797,sad,69.5915091303144
2.159542155945532,96.96037053022465,62.31823595032408,sad,62.32824367266332
3.103481885181589,95.55504507632406,73.96307404421879,happy,69.63583809360554
2.6363128973819823,95.54107888586034,96.40249057391414,smiling,82.0232757226101
2.5364986412913555,98.8460059713384,76.1866817835181,depressed,67.47118359009923
1.6714903924809674,96.82020606191318,71.92779830696358,depressed,66.72485812500432
2.6498716426513367,93.00526309655173,70.42378226571685,happy,67.29511682590204
2.6358120930611815,97.43775147188055,71.9549794867944,neutral,63.53801325137752
3.3072233638978457,93.82608671714735,83.0498674220342,neutral,72.57472807495203
2.5005051482300855,94.80105429556527,108.91786301711724,smiling,81.15800518743572
1.8632305211995357,92.93831917516255,84.8974792148758,happy,68.21958951342448
3.297759020435877,92.72173855450177,73.84111855941259,depressed,65.47486816675396
2.810612049178322,95.51431256966671,65.85175254991073,smiling,61.33874604690207
1.898906270605928,93.99351491942481,74.60683513358717,neutral,69.24421577001915
2.339884542668717,93.61918164913249,74.46317405542909,happy,70.61618454106414
2.2689161681297048,94.62749812827751,82.59463912188792,happy,65.97028583468037
2.404448327558476,95.77948837143975,76.3119513812321,smiling,63.38202169341931
2.6852806806957252,95.1599126073918,73.7976420119774,neutral,69.04376581767072
2.784503148474193,93.37192663427871,84.93822248291485,neutral,68.46503205340802
2.613058028748895,95.36288036211364,81.27184587030443,depressed,69.71715947557153
1.793340632797472,96.46836246978127,73.34270045301987,happy,66.88137148214358
2.568150637083513,93.80335166184679,89.39181162201547,happy,75.00682631059473
1.8090811169607837,93.8733234266456,68.14691495357364,happy,58.636925266007076
2.613176737387872,98.62489348956386,81.0596041217471,neutral,73.44912472812146
2.329372769382581,91.88607770585912,80.73757627965453,neutral,70.4857768910189
2.6144918493192995,93.7797638718521,66.70088620988825,sad,62.613978239597714
2.5291726605593734,93.55239830750426,74.14675948632622,smiling,69.01905403021019
1.7277309099895104,95.1228710443968,69.87754624327822,smiling,62.57940401696979
2.804855537604161,94.56180646335713,70.5295883548662,depressed,64.3839750799386
2.8648638282053067,94.9682722295441,87.25060605206319,smiling,76.94118838140179
1.8960665173380553,93.81165906328961,76.57729713698355,smiling,65.63723183653377
2.9932106231703357,93.53242539402244,92.93343020814729,smiling,76.14170793472276
3.759839985124585,96.6298958039687,67.09145138845548,depressed,64.19009277796407
3.01350696704996,97.25278265308737,75.49886810564719,happy,70.46396992192473
2.868018377479444,95.63956879835364,76.18342185856386,sad,71.89790002218395
2.3290733851957097,95.59640792904496,93.63862080062948,happy,76.72030270238724
